"Time","Homes Foreclosed Alameda California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Alpine California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Amador California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Butte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Calaveras California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Colusa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Contra Costa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Del Norte California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed El Dorado California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Fresno California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Glenn California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Humboldt California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Imperial California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Inyo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kern California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Kings California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lake California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Lassen California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Los Angeles California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Madera California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Marin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mariposa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mendocino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Merced California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Modoc California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Mono California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Monterey California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Napa California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Nevada California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Orange California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Placer California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Plumas California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Riverside California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sacramento California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Benito California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Bernardino California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Diego California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Francisco California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Joaquin California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Luis Obispo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed San Mateo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Barbara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Clara California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Santa Cruz California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Shasta California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sierra California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Siskiyou California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Solano California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sonoma California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Stanislaus California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Sutter California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tehama California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Trinity California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tulare California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Tuolumne California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Ventura California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yolo California  - Homes Foreclosed
  - #/10,000 Homes","Homes Foreclosed Yuba California  - Homes Foreclosed
  - #/10,000 Homes"
"200512","0.29","","0.82","0.22","","","0.33","","0.34","0.28","2.16","","0.5","","0.28","0.57","0.82","1.02","0.34","0.45","0.14","0.97","","0.17","","","0.27","","0.42","0.3","0.24","0.74","0.78","0.34","","0.55","0.54","0.26","0.32","0.3","0.21","0.2","0.24","0.27","0.16","","0.43","0.32","0.06","0.14","","","","0.31","","0.18","0.13","0.67"
"200511","0.39","9.82","0.68","0.29","","","0.26","","0.31","0.27","","","0.28","","0.37","0.99","0.92","","0.33","0.73","0.1","1.58","","0.16","","","0.19","","0.47","0.18","0.2","1.25","0.52","0.3","","0.65","0.37","0.23","0.24","0.08","0.18","0.15","0.16","0.16","0.13","","0.73","0.3","0.12","0.24","0.31","","1.97","0.29","","0.27","0.27",""
"200510","0.36","","1.13","0.44","0.44","","0.35","","0.41","0.2","","","0.16","","0.46","0.63","0.5","0.86","0.34","0.32","0.1","","","0.16","","","0.09","0.23","0.31","0.18","0.18","0.71","0.5","0.28","0.5600000000000001","0.6899999999999999","0.27","0.23","0.3","","0.19","0.23","0.24","0.14","0.21","","0.8","0.28","0.09","0.29","","0.9","","0.35","","0.31","0.27",""
"200509","0.41","","","0.46","0.72","","0.3","","0.35","0.28","","","","","0.35","0.36","0.39","1.46","0.33","","0.2","0.64","","0.32","","","0.07000000000000001","0.43","","0.21","0.11","","0.45","0.28","","0.8100000000000001","0.27","0.15","0.31","0.08","0.35","0.45","0.24","0.19","0.16","","0.89","0.2","0.16","0.33","0.31","1.59","1.67","0.3","0.43","0.22","0.26","0.43"
"200508","0.45","","0.9399999999999999","0.41","0.38","","0.24","","0.2","0.27","","","0.41","","0.26","0.27","0.28","1.13","0.31","0.38","0.2","","","0.27","","","0.14","0.36","0.13","0.2","0.14","","0.46","0.28","0.43","0.93","0.28","0.11","0.33","0.15","0.28","0.44","0.3","","0.12","","1.27","0.18","0.11","0.31","","0.91","2.39","0.37","0.33","0.25","0.26","0.43"
"200507","0.38","","1.03","","0.88","","0.22","","","0.34","","","0.73","1.68","0.32","0.28","0.48","0.87","0.29","0.64","0.08","","","0.39","","","0.12","","","0.14","0.13","","0.42","0.21","","1.15","0.27","0.14","0.26","0.15","0.16","0.38","0.29","0.1","0.25","11.17","","0.26","0.19","0.44","0.25","0.52","","0.32","0.5600000000000001","0.26","0.22","0.79"
"200506","0.38","","1.47","0.18","1.08","","0.32","","","0.47","","","0.6","","0.42","0.58","0.46","1.47","0.3","0.37","","","0.29","0.49","","","0.09","","","0.14","","","0.41","0.18","","0.57","0.2","0.19","0.31","0.13","0.2","0.41","0.28","0.22","0.24","8.82","","0.28","0.12","0.26","","","","0.35","0.32","0.27","0.13","0.67"
"200505","0.44","","","0.2","0.87","","0.35","","","0.51","","","1.22","","0.58","0.71","0.68","1.09","0.27","0.49","0.08","","","0.72","3.93","","","","","0.15","0.06","","0.38","0.21","","0.54","0.23","0.22","0.28","0.12","0.21","0.3","0.3","0.26","0.24","12.59","0.8100000000000001","0.28","0.08","0.18","","","","0.55","","0.28","",""
"200504","0.46","","","0.29","0.59","","0.43","","","0.48","1.02","0.19","1.69","1.67","0.67","0.64","1.5","","0.28","0.66","0.16","","","0.61","","","0.07000000000000001","","0.28","0.17","0.12","","0.4","0.23","0.44","0.55","0.15","0.25","0.31","0.27","0.2","","0.26","0.29","0.29","","1.14","0.25","0.13","0.39","","","","0.87","0.46","0.24","",""
"200503","0.5600000000000001","","","","0.52","1.15","0.33","","","0.59","","","1.56","","0.76","0.85","1.55","1.12","0.29","0.63","0.19","","","0.49","","","","","0.52","0.17","0.08","","0.35","0.21","","0.62","0.1","0.27","0.37","0.61","0.27","0.07000000000000001","0.33","0.17","0.3","","1.94","0.15","0.2","0.44","","0.89","","1.01","0.65","0.18","",""
"200502","0.54","","","0.2","0.57","","0.27","","","0.57","","","0.35","","0.91","1.16","1.01","0.89","0.31","0.5","0.29","","","0.5600000000000001","","","0.1","0.23","0.46","0.14","0.15","","0.38","0.24","","0.61","0.12","0.15","0.44","0.74","0.24","","0.38","0.19","0.3","","1.07","0.21","0.25","0.42","","1.29","","0.74","","0.17","0.26","0.33"
"200501","0.49","","","0.42","0.78","1.25","0.26","","0.17","0.51","","0.26","0.54","","0.96","1.59","0.5","1.79","0.3","0.34","0.4","","0.39","0.49","","","0.15","0.48","0.41","0.13","0.13","0.8","0.36","0.26","","0.58","0.11","0.15","0.37","0.31","0.24","","0.45","0.21","0.12","","0.91","0.36","0.09","0.35","","2.27","","0.85","","0.19","0.6","0.57"
"200412","0.49","","","0.43","1.27","2.13","0.29","","0.23","0.44","","","0.82","","1.11","2.1","1.04","2.11","0.31","0.33","0.47","","0.3","0.42","","","0.09","0.48","0.45","0.13","0.2","","0.4","0.23","","0.72","0.11","0.09","0.33","0.13","0.16","0.17","0.43","0.32","0.32","","0.58","0.44","0.1","0.39","","1.59","","1.25","0.42","0.18","0.72","0.33"
"200411","0.5600000000000001","","","0.42","0.59","1.28","0.25","","0.45","0.45","","0.2","1.02","","1.27","1.36","1.28","2.82","0.35","0.38","0.34","","0.51","0.64","","","0.23","0.18","0.35","0.13","0.24","","0.4","0.25","","0.92","0.13","0.13","0.33","0.1","0.16","0.34","0.44","0.1","0.5","","","0.19","0.13","0.48","","","1.7","0.98","0.32","0.07000000000000001","0.28",""
"200410","0.61","","","0.24","","","0.25","","0.5600000000000001","0.53","","","0.45","","1.67","1.74","0.77","3.55","0.4","0.49","0.38","","0.3","0.96","","","0.39","","0.27","0.15","0.26","0.89","0.42","0.29","","1.04","0.13","0.26","0.48","","0.27","0.36","0.49","0.25","0.75","","0.55","0.25","0.13","0.5600000000000001","","","1.71","1.2","0.55","0.12","",""
"200409","0.61","","","0.23","0.63","","0.36","","0.59","0.6","1.39","0.25","0.58","","1.9","1.33","0.85","3.22","0.37","0.6","","","","1.23","","0.53","0.28","0.18","0.46","0.16","0.15","","0.47","0.28","","1.18","0.17","0.24","0.68","0.1","0.28","0.24","0.63","0.3","0.71","","1.06","0.37","0.22","0.62","","0.73","4.25","1.4","0.5","0.15","","0.47"
"200408","0.75","","0.47","0.12","0.98","","0.39","","0.75","0.75","","0.52","0.78","","1.7","1.24","0.64","1.95","0.38","0.58","0.07000000000000001","0.63","","1.09","4.19","","0.39","0.31","0.27","0.14","0.12","0.73","0.53","0.32","","1.22","0.15","0.3","0.95","0.07000000000000001","0.45","0.18","0.5600000000000001","0.32","0.73","","0.66","0.51","0.13","0.65","0.31","0.72","5.14","1.39","0.61","0.11","0.13","0.67"
"200407","0.85","","1.07","0.26","","","0.33","","0.29","0.59","1.06","0.52","0.58","","1.96","1.17","0.67","3.3","0.43","0.5","0.13","","0.38","1.38","","","0.44","0.18","","0.15","0.08","","0.53","0.43","","1.58","0.17","0.37","0.75","0.13","0.42","0.1","0.55","0.15","0.86","","1.07","0.63","0.18","0.62","0.24","1.33","3.69","1.41","1.23","0.09","0.26",""
"200406","0.61","","1.1","0.29","0.29","","0.36","","0.24","0.52","","0.19","0.78","","2.16","1.61","0.89","1.79","0.5","0.62","0.1","","","1.41","","","0.2","","0.21","0.17","0.2","1.09","0.5","0.46","1.26","1.35","0.15","0.42","0.49","0.07000000000000001","0.52","0.16","0.59","0.3","1.19","","0.76","0.7","0.21","0.66","0.41","1.09","","1.79","1.17","0.16","0.26","0.44"
"200405","0.46","","0.9399999999999999","0.28","","","0.46","","0.44","0.71","1.35","","1.01","","2.02","2.19","0.88","1.73","0.5","0.48","0.12","","0.46","0.95","4.44","","0.35","","0.5","0.13","0.27","2","0.57","0.42","2.64","1.28","0.18","0.37","0.6","","0.51","0.07000000000000001","0.7","0.35","1.08","","1.92","0.63","0.27","0.68","0.31","","","2.32","0.88","0.08","0.22","1.02"
"200404","0.6","11.02","","0.48","","","0.54","","0.28","0.85","2.49","","1.83","","2.31","1.33","1.52","2.29","0.55","0.92","0.23","0.74","0.6","1.26","","0.49","0.17","","0.64","0.16","0.36","1.66","0.66","0.49","2.88","1.52","0.16","0.34","0.91","0.1","0.55","0.12","0.86","0.2","0.84","","2.82","0.47","0.45","0.76","0.47","","","2.87","0.45","0.15","0.13","1.25"
"200403","0.64","15.75","","0.77","","","0.58","0.59","0.44","1.1","2.08","0.3","2.34","","2.55","1.64","0.91","3.36","0.64","0.74","0.3","1.26","1.03","1.62","","","0.29","","0.46","0.18","0.18","","0.65","0.6","1.43","1.79","0.19","0.51","1.14","0.17","0.3","0.16","0.92","0.49","0.72","","2.74","0.49","0.45","0.77","0.9399999999999999","0.89","","3.05","","0.16","","1.03"
"200402","0.84","","0.83","0.72","0.6","","0.48","","0.61","0.97","","0.27","1.58","","2.56","1.18","1.52","4.38","0.79","0.47","0.35","0.71","0.73","2.18","4.71","","0.26","","0.42","0.19","0.15","1.4","0.73","0.57","1.06","1.93","0.22","0.51","1.05","0.08","0.26","0.26","1.08","0.68","0.71","","2.75","0.49","0.32","0.83","1.07","1.06","","2.45","0.45","0.26","","0.8100000000000001"
"200401","1.01","","1.33","0.64","0.64","1.58","0.6","","0.89","1.07","","0.44","1.6","","2.97","1.83","1.8","2.97","0.87","0.63","0.68","","0.29","1.92","9.210000000000001","","0.37","","0.47","0.25","0.31","2","0.89","0.7","1.02","2.05","0.24","0.52","1.15","0.16","0.32","0.41","1.14","0.85","0.74","","3.28","0.57","0.33","0.85","","1.81","1.54","2.6","","0.18","0.14","0.95"
"200312","0.99","","0.51","0.5600000000000001","1.1","1.67","0.44","","0.68","0.79","","","1.44","","2.73","1.72","1.94","3.25","0.82","1.41","0.67","","0.5","1.34","8.83","","0.47","","0.35","0.27","0.33","","1.07","0.6899999999999999","0.6899999999999999","2.16","0.17","0.37","0.95","0.23","0.32","0.16","1.01","0.62","0.47","","2.46","0.71","0.36","0.86","0.32","1.39","","2.8","0.44","0.28","","1.05"
"200311","0.71","","","0.8","0.52","3.84","0.4","","0.52","0.8100000000000001","","0.36","1.51","","2.8","1.17","0.87","4.85","0.77","1.74","0.2","","0.3","1.04","7.41","","0.16","0.42","0.24","0.28","0.29","","1.13","0.65","1.33","2.02","0.1","0.37","1.2","0.32","0.36","","0.87","0.46","0.89","","2.64","0.75","0.46","0.62","0.32","0.75","","3.25","0.42","0.29","","0.71"
"200310","0.6899999999999999","","","0.91","0.91","4.29","0.38","0.5600000000000001","0.47","1.14","1.9","0.46","2.2","","3.51","1.72","1.06","6.49","0.9399999999999999","1.41","0.26","","","1.34","6.02","","0.33","0.65","0.5","0.33","0.3","","1.18","0.67","1.68","2.74","0.12","0.37","1.22","0.39","0.52","0.22","1.05","0.43","1.3","","1.36","0.87","0.43","0.86","0.82","1.38","","3.62","0.97","0.37","0.13","0.62"
"200309","0.48","","0.65","1.16","0.49","3","0.46","0.96","0.1","1.29","2.01","0.88","2.06","","3.56","2.17","1.21","3.82","0.92","1.32","0.3","0.7","","1.48","","","0.42","0.18","0.46","0.27","0.25","","1.04","0.62","1.31","2.95","0.12","0.45","1.03","0.18","0.58","0.45","0.99","0.28","0.99","","1.35","0.84","0.45","0.82","1.31","0.74","1.29","4.13","1.09","0.25","0.22","0.5"
"200308","0.63","","1.08","0.96","0.3","","0.63","0.74","0.15","1.33","3.77","0.65","1.36","","3.76","1.87","1.44","6.42","0.98","1.52","0.22","1.39","0.4","1.42","6.2","","0.48","","0.54","0.28","0.3","","1.23","0.66","2.36","3.35","0.16","0.45","1.18","0.21","0.53","0.47","0.99","0.26","1.17","","2.12","0.77","0.45","0.84","1.65","1.71","2.59","3.81","0.73","0.28","0.13","0.36"
"200307","0.71","","","0.85","","1.29","0.63","0.77","0.38","1.37","2.79","0.77","1.63","","4.09","1.72","1.91","7.57","1.04","1.91","0.34","1.19","","1.54","","0.52","0.61","","0.23","0.33","0.27","1.46","1.4","0.61","1.6","3.55","0.19","0.49","1.18","0.23","0.5600000000000001","0.24","0.98","0.51","1.59","","2.24","0.76","0.49","0.78","1.56","1.68","2.22","4.02","","0.34","","0.92"
"200306","0.77","","0.5","0.75","0.48","","0.48","1.78","0.76","1.37","2.81","0.45","1.61","","4.22","1.87","1.06","6.91","1.09","1.45","0.46","0.6899999999999999","0.33","1.74","4.38","","0.46","","0.22","0.37","0.5","2.41","1.36","0.78","0.83","3.52","0.23","0.49","1.26","0.16","0.32","0.26","0.8100000000000001","0.52","1.01","","2.08","0.73","0.52","0.59","0.95","2.72","1.27","3.97","0.34","0.4","0.26","1.29"
"200305","0.5600000000000001","","","0.68","1.02","","0.43","2.22","0.57","1.58","1.09","0.59","1.9","","4.5","3.34","1.5","6.08","1.09","1.25","0.28","","","1.86","","","0.39","","0.23","0.44","0.57","1.18","1.43","0.86","0.93","3.31","0.16","0.41","1.1","0.13","0.38","0.51","0.79","0.6","0.54","8.91","0.77","0.78","0.39","0.91","0.54","1.15","","3.09","","0.31","0.61","1.74"
"200304","0.5","","","1.06","1.2","","0.46","1.56","0.79","2.06","","0.79","1.82","","4.87","3.03","1.75","5.26","1.05","1.14","0.21","","","1.59","","","0.43","","0.49","0.47","0.42","","1.41","0.82","1.46","3.38","0.21","0.44","1.06","0.1","0.49","0.46","0.5600000000000001","0.49","0.59","","0.71","0.65","0.4","1.24","0.6899999999999999","1.31","","3.68","","0.25","0.64","1.63"
"200303","0.51","","","0.91","0.54","","0.37","0.55","0.55","2.39","","0.8","1.32","","5.21","2.64","1.56","3.62","1.09","0.98","0.1","","","1.59","6.04","","0.4","0.18","0.5600000000000001","0.4","0.23","","1.45","0.71","0.58","3.65","0.22","0.25","1.4","","0.7","0.53","0.61","0.36","0.85","","1.72","0.82","0.32","0.99","1.06","2.27","1.48","3.97","0.5600000000000001","0.24","0.71","1.93"
"200302","0.6","","","1.4","0.42","","0.39","","0.96","2.08","1.69","0.79","0.8100000000000001","","5.33","1.56","2.39","4.49","1.27","1.14","0.13","","","1.54","4.72","","0.39","0.37","0.79","0.45","0.34","","1.62","0.78","1.46","4.11","0.21","0.16","1.26","0.13","0.7","0.34","0.71","0.54","1.36","","1.79","0.92","0.31","0.93","0.41","3.73","2.95","3.91","0.5","0.39","0.5600000000000001","2.28"
"200301","0.6899999999999999","","0.49","2.01","","1.23","0.44","","1.11","2.04","3.57","0.84","1.59","","5.57","2.09","1.8","2.87","1.56","1.57","0.27","","0.29","1.87","7.97","","0.6899999999999999","0.31","0.7","0.49","0.42","","1.79","0.8100000000000001","1.8","4.37","0.23","0.33","1.21","0.13","0.57","0.16","0.62","0.65","2.03","","2.82","0.89","0.41","1.08","1.01","4.56","2.8","4.23","0.71","0.48","1.03","1.52"
"200212","0.62","","0.84","1.97","0.31","","0.39","0.57","0.66","2.49","4.13","1.14","2.18","1.76","4.58","2.51","1.04","6.94","1.67","2.6","0.28","1.3","0.58","1.4","4.51","","0.51","0.18","0.51","0.45","0.5","","1.82","0.91","1.29","4.58","0.22","0.41","1.28","0.28","0.53","0.18","0.61","0.16","1.8","","1.37","0.79","0.46","0.91","1.42","2.84","2.51","4.34","","0.33","0.8100000000000001","1.6"
"200211","0.57","","0.52","0.99","0.37","","0.36","1.15","0.45","2.38","2.14","1.52","2.58","","4.6","2.92","0.54","8.51","1.75","3.06","0.08","1.35","0.5","1.42","","","0.13","","0.45","0.52","0.39","","1.82","0.86","","5.1","0.23","0.38","1.14","0.29","0.42","0.19","0.67","0.49","1.15","8","1.96","0.82","0.64","0.8","1.23","2.13","1.63","4.14","0.48","0.49","0.51","1.52"
"200210","0.47","","","1","0.95","","0.26","0.99","0.28","2.42","2.49","1.42","2.69","","5.56","2.73","1.04","8.24","2.02","3.07","","1.92","0.5600000000000001","1.84","","","0.12","","0.46","0.54","0.39","","2.04","0.99","1.02","6.3","0.31","0.53","1.07","0.34","0.55","0.2","0.64","0.78","1.88","","2.42","0.86","0.5600000000000001","0.88","0.92","1.94","1.69","4.88","0.6899999999999999","0.44","0.44","2.44"
"200209","0.42","","0.48","1.64","1.79","2.31","0.33","0.78","0.43","2.6","2.9","0.5600000000000001","3.58","","5.8","3.29","1.04","4.95","2.09","2","0.11","","0.7","2.32","4.57","","0.14","","0.58","0.58","0.37","","2.29","1.03","1.83","6.52","0.26","0.43","1.18","0.2","0.42","0.13","0.59","0.82","2.07","","1.16","0.88","0.57","0.75","0.98","2.79","3.15","4.95","","0.39","0.31","2.94"
"200208","0.3","","0.96","2.08","1.21","3.02","0.35","","0.61","3.08","3.26","0.63","3.3","1.73","6.04","2.82","1.39","7.19","2.37","3.4","0.18","","1.27","2.02","","","0.35","0.25","0.52","0.5600000000000001","0.23","","2.52","1.06","1.62","6.87","0.32","0.39","1.48","0.13","0.29","0.25","0.53","0.46","2.71","","1.59","0.59","0.47","0.71","1.02","2.47","3.11","5.17","","0.37","0.33","3.31"
"200207","0.38","","1.12","2.39","1.65","4.66","0.28","0.59","0.89","3.28","2.26","1.23","2.6","","5.95","2.22","1.49","9.56","2.5","3.38","0.1","","0.91","1.96","","","0.42","0.42","0.32","0.57","0.26","0.7","2.62","1.08","0.6","7.27","0.35","0.36","1.64","0.23","0.19","0.25","0.49","0.52","2.72","","2.4","0.52","0.38","0.63","1.45","3.35","","6.12","0.34","0.55","0.22","3.43"
"200206","0.42","","1.3","1.81","1.01","1.72","0.4","","0.67","3.46","1.97","1.19","2.35","","6.5","1.86","1.18","6.83","2.67","2.92","0.18","","1.21","2.27","4.91","","0.41","","0.8100000000000001","0.66","0.23","","2.85","1.26","0.86","7.01","0.41","0.34","1.39","0.22","0.28","0.33","0.47","0.44","2.19","","2.36","0.49","0.41","0.89","1.21","2.35","1.35","6.53","0.67","0.57","0.58","2.71"
"200205","0.54","","1.47","1.46","1.27","1.47","0.57","","0.41","3.86","1.77","1.02","2.68","","7.41","2.67","1.34","4.82","2.95","3","0.22","0.93","0.99","2.22","","","0.12","0.18","1.11","0.78","0.2","","3.17","1.51","","7.37","0.37","0.36","1.24","0.4","0.32","0.3","0.33","0.37","1.9","","2.63","0.44","0.18","0.79","2.23","3.49","","6.39","0.77","0.78","0.84","2.32"
"200204","0.54","","1.02","1.93","0.92","3.6","0.59","0.62","0.59","4.2","1.49","1.47","3.07","","8.220000000000001","2.89","1.49","8.67","3.12","3.87","0.49","0.9399999999999999","0.68","2.43","","","0.19","","1.2","0.79","0.21","","3.24","1.77","","7.24","0.43","0.32","1.19","0.59","0.18","0.15","0.33","0.1","2.73","","2","0.61","0.23","0.97","2.67","5.31","2.11","6.64","1","0.8100000000000001","1.24","3.33"
"200203","0.43","","1.17","2.74","1.44","3.99","0.59","","0.53","4.26","3.06","1.7","2.41","","7.46","2.94","1.46","15.36","3","4.14","1.03","1.74","0.4","2.44","","","0.42","0.23","0.72","0.68","0.26","","3.31","1.87","0.7","7.16","0.54","0.24","1.34","0.43","0.18","0.13","0.34","","4.18","","1.37","0.58","0.34","1.03","2.91","6.77","4.38","6.45","1.35","0.73","0.86","3.59"
"200202","0.44","24.71","1.37","2.83","1.67","4.2","0.5600000000000001","","0.43","4.54","3.13","1.64","2.92","","6.99","2.28","1.17","13.93","3.07","4.02","1.27","1.46","0.73","2.51","","","0.47","0.48","0.58","0.79","0.27","1.12","3.6","1.9","0.75","7.51","0.58","0.27","1.48","0.1","0.27","0.1","0.32","","4.39","","1.58","0.63","0.39","1.34","1.92","5.61","3.18","5.91","1.49","0.51","0.57","4.75"
"200201","0.49","35.29","1.69","2.28","1.75","","0.46","0.98","0.52","4.57","5.33","1.03","2.23","","7.19","2.88","2.44","10.31","3.22","4.2","0.38","","0.6899999999999999","2.54","5.79","","0.34","0.59","0.65","0.83","0.36","1.87","3.6","2","1.2","7.86","0.67","0.24","1.12","0.13","0.34","0.08","0.25","0.13","3.28","","3.21","0.82","0.28","1.41","2.01","5.59","5.03","5.01","1.49","0.68","0.54","5.33"
"200112","0.41","","1.42","1.88","0.77","1.32","0.33","0.79","0.7","3.96","4.08","1.44","1.47","1.71","6.85","3.81","4.14","5.64","3.07","4.34","0.49","","0.38","2.99","5.69","","0.26","0.54","0.79","0.74","0.45","1.02","3.34","2.01","0.47","7.49","0.55","0.37","1.45","0.34","0.21","0.18","0.22","0.1","2.66","","3.21","1.11","0.14","1.26","2.6","4.8","","5.6","1.57","0.67","0.42","5.87"
"200111","0.39","","1.57","1.73","0.63","","0.42","1.13","0.8100000000000001","4.05","2.9","1.47","0.99","2.89","7.34","3.88","3.47","5.1","3.19","4.05","0.24","0.9","0.7","2.64","10.54","","0.28","0.62","0.88","0.73","0.6899999999999999","","3.2","2.3","","7.63","0.61","0.39","1.38","0.49","0.13","0.31","0.25","0.18","3.42","","3.65","1.05","0.11","1.25","2.83","3.39","1.62","5.73","1.17","0.71","0.7","5.9"
"200110","0.28","","1.42","2.19","","1.33","0.38","","0.53","4.37","4.76","1.89","1.91","1.64","7.53","2.46","2.36","7.33","3.29","3.68","","1.7","0.66","2.97","8.880000000000001","","0.12","0.41","0.58","0.8","0.82","","3.34","2.07","","7.97","0.59","0.3","1.19","0.39","0.22","0.52","0.21","0.13","3.93","","3.46","1.12","0.14","1.76","3.1","2.1","","6.64","1.67","0.52","0.44","6.54"
"200109","0.23","18.38","1.97","1.84","0.68","3.03","0.36","0.59","0.41","3.83","3.22","1.07","1.95","","7.35","2","1.51","9.66","3.07","4.16","","0.96","0.48","1.59","","","0.1","","0.44","0.72","0.61","","3.16","1.89","","8.06","0.55","0.22","1.59","0.15","0.13","0.73","0.17","0.17","4.14","","3.31","1.02","0.11","1.71","3.42","3.97","2.31","5.77","1.43","0.42","0.34","6.09"
"200108","0.27","","2.4","2.29","1.3","3.18","0.44","1.01","0.82","4.18","2.2","1.43","2.14","","8.15","3.56","2.45","6.38","3.48","4.7","","1.8","1.1","2.48","","","0.28","0.28","0.63","0.76","0.37","","3.61","2.16","0.61","9.039999999999999","0.48","0.19","2.12","0.15","0.12","0.65","0.17","0.32","5.07","","3.23","1.12","0.13","1.97","3.61","5.19","4.87","7.11","2.21","0.53","0.9399999999999999","5.48"
"200107","0.31","","1.22","2.15","1.25","2.88","0.35","0.62","0.82","4","3.49","1.4","4.59","","6.8","3.8","2.1","6.49","3.33","3.63","0.13","1.21","1.39","2.93","","","0.4","0.25","0.8","0.79","0.42","","3.55","2.38","0.87","8.27","0.51","0.19","1.9","0.17","0.1","0.64","0.12","0.4","5.98","5.86","2.85","0.87","0.11","1.68","4.1","4.83","5.25","6.28","1.97","0.64","1.41","6.52"
"200106","0.26","","2.15","1.9","0.8100000000000001","1.47","0.39","","0.88","4.41","1.16","1.89","6.86","","7.65","4.57","3.15","8.699999999999999","3.33","4.72","0.28","2.37","0.87","2.34","","","0.73","0.36","0.8","0.92","0.54","","3.39","2.33","","8.23","0.49","0.24","1.65","0.29","0.09","0.41","0.08","0.27","6.8","10.03","4.43","0.95","0.14","1.85","3.16","4.05","1.72","6.09","2.28","0.71","0.99","5.66"
"200105","0.2","","3.23","1.69","1","3.21","0.4","","1","4.61","2.29","1.4","6.35","","7.76","3.15","3.18","7.62","3.12","6.21","0.29","2.13","0.5","3.03","","","0.47","","0.84","0.74","0.73","","3.23","2.32","","8.42","0.4","0.14","1.57","0.44","0.12","0.58","0.1","0.44","5.38","6.13","2.97","0.96","0.19","2.12","2.07","6.59","","5.28","1.55","0.62","0.68","4.83"
